21,36534,Male,unknown,Y
26,26602,Male,Brazil,Y
,,Female,unknown,N
29,42331,Female,Eritrea,Y
18,60551,Male,Brazil,N
24,62289,Female,Senegal,Y
21,37803,Male,Georgia,Y
30,22131,Female,Indonesia,Y
24,34934,Male,South Africa,Y
18,26723,Female,Indonesia,Y
,,Female,Iran,Y
22,44554,Male,Sweden,Y
30,43888,Female,Indonesia,Y
,,Female,Sweden,Y
22,37189,Female,Portugal,Y
,,Male,unknown,Y
,,Female,Greece,Y
24,36216,Male,Poland,Y
24,25029,Male,Philippines,Y
22,46503,Male,Canada,Y
20,37621,Female,Indonesia,N
30,47057,Male,South Africa,Y
27,26981,Female,Croatia,Y
,,Female,Argentina,N
26,39258,Male,Greece,N
,,Female,Norway,N
30,28412,Female,unknown,Y
22,52338,Female,Indonesia,N
,,Male,Indonesia,Y
21,39629,Male,unknown,Y
21,61557,Female,Yemen,N
19,69449,Male,unknown,N
29,36544,Male,Russia,Y
,,Female,Peru,Y
18,53626,Female,Poland,Y
27,69693,Male,Vietnam,Y
24,38756,Male,Indonesia,N
19,31965,Male,Poland,Y
,,Male,Indonesia,N
23,20006,Male,United States,N
19,44447,Male,United Arab Emirates,N
27,48169,Female,Afghanistan,N
21,40897,Male,unknown,Y
26,56858,Female,Argentina,N
18,64290,Female,Russia,Y
,,Female,Philippines,N
25,20410,Male,Tajikistan,Y
30,22621,Male,Peru,Y
25,40684,Female,Indonesia,Y
26,51297,Female,Ukraine,N
29,43109,Male,Indonesia,Y
25,20153,Female,Indonesia,Y
26,30475,Female,Czech Republic,N
21,26764,Female,Colombia,N
26,29142,Female,Poland,Y
27,48395,Female,Poland,N
21,56364,Female,unknown,Y
25,37545,Female,Indonesia,N
,,Male,Portugal,Y
22,64328,Male,South Africa,N
25,27928,Female,Czech Republic,Y
,,Female,Russia,Y
20,38170,Female,Czech Republic,Y
30,49228,Male,unknown,N
